Unnamed: 0,Rating,Komentar,Content Quality,Subscription & Pricing,UI/UX,Functionality,Technical & Access
142,5.0,kompas id bikin memori internal saya penuh. seharusnya waktu dwonload berada di sd card. sampai saat ini masih begitu. sedangkan aplikasi yang lain sudah bisa melakukan change tempat memori ke sd card ketika didwonload. kalau begini saya terpaksa berhenti berlangganan koran kompas digital. sorry.,,,,,-1.0
143,1.0,"Kalo aplikasi ditutup dan mau baca epaper lagi, walaupun sudah didownload sebelumnya. Jadi bikin penuh storage dan memory HP. Masih lbh baik Kiosk Kompas. Mohon pengembang memperhatikan hal ini. Tks.",,,,-1.0,-1.0
144,5.0,"epaper kompos ini sangat baik untuk penikmat koran dengan inovasi digitalisasi. Namun, dengan segala hormat untuk beberapa masukan ada bagus epaper ini di kemas dalam bentuk pdf agar bisa di unduh langsung dan bisa dipermanenkan dalam partisi pengguna. Layaknya harian dalam bentuk fisik bisa juga digunakan sebagai koleksi untuk referensi. Mohon maaf yang sebesar besar apabila menyinggung. Terimakasih",1.0,,0.0,-1.0,
145,4.0,Semoga berita yang di samapaikan benar benar menjadi informasi yang akurat dan berharap agar setiap infomasi dapat di sampaikan secara cepat,0.0,,,,
146,1.0,"Akhirnya saya uninstall aplikasi ini, mau baca harus berlangganan, masih 
banyak aplikasi berita online yg lebih up to date tapi tidak pake syarat",,-1.0,,,
147,4.0,Lebih mudah baca Kompas dalam satu genggaman dan gampang dibawa-bawa kemana saja. Ke depan harian surat kabar akan seperti ini. Trims,,,1.0,,
148,5.0,"tampilan di ipad mini 7 mode potrait masih terpotong dibagian pinggir kanan kirinya jadi ga menarik untuk dibuka, mohon di perbaiki",,,-1.0,,
149,5.0,Health Safety Security spirituality environment friendly cashflow family gathering universe world class market leader nicher surprissed augmented corporate culture brand image intrapreneurship aamiin,,,,,
150,5.0,"Membaca kompas Online sungguh refreshing,mengobati kerinduan membaca jurnalisme yg sebenarnya,karya wartawan yg diedit oleh editor yg bener2 editor.
Setelah lelah membaca media online lain yg judulnya cm click bait,apalagi isinya yg suka ngasal,kadang copas,boro2 diedit dg layak.
Mantap!",1.0,,,,
151,1.0,"Update terbaru selalu selalu selalu saja force close. Anehnya, itu terjadi saat aplikasi dibuka dengan posisi akun terlog-in. Jika aplikasi di uninstall & reinstall dan dibuka tanpa login akun aplikasi terbuka normal, tapi kan akses terbatas dalam membuka artikel-artikelnya dikarenakan pakai mode free. Berasa rugi banget langganan yearly subscribe. Sudah komplain via WA ke CS kompas tapi cuma dibilang ""coba akses via browser saja"". Tidak solutif sama sekali. Mohon perhatian",,,,,-1.0
152,5.0,"Di tengah jurnalisme kentang dan berita pendek-pendek, saya memilih kompas sebagai andalan. Beritanya tidak setengah2, dan selalu cover both side. Wajar berbayar, karena kerja2 jurnalisme berkualitas patut diapresiasi.",1.0,,,,
153,4.0,"Ketika saya ingin buka webpage kompas di Safari (iPadOS), selalu ke redirect ke App kompas, terus di appnya error dan webpagenya tidak pernah muncul (katanya ‘Ups artikel tidak ditemukan’).

Jadi saya ga pernah bisa buka webpage kompas di iPad soalnya selalu di redirect. Misalnya tadi saya barusan mau lihat “Promosi-kompas” terus hal tersebut terjadi lagi. Ini tidak terjadi pada semua link kompas di Safari tapi mayoritas begitu.",,,,,-1.0
154,2.0,"Ukuran teks kecil banget, apalagi untuk mata plus. Tolong dibuat feature untuk mengatur ukuran teks. Setting ukuran teks di iPhone nggak ngaruh...",,,-1.0,,
155,3.0,"Secara fungsi, aplikasi sudah berjalan optimal pada perangkat saya yang sudah berbasis iOS 12 namun ada beberapa kekurangan yang bisa diperbaiki. Contoh icon aplikasi kompas di homescreen yang masih kurang bagus. Kemudian entah kenapa tampilan font saat membaca berita tidak lebih nyaman jika dibandingkan mengakses langsung lewat web. Lalu saran saja sepertinya di perbaikan selanjutnya, user diberikan fungsi untuk mengubah ukuran font.",,,-1.0,-1.0,1.0
156,3.0,"Menarik ini aplikasi. Sayang untuk tombol “back” ke menu awal untuk epaper tidak ada. Jadi harus keluar dari aplikasi, masuk lagi, baru bisa dapat menu-menu di awal. Tolong diperbaiki ya. 
Tabik",,,,-1.0,
157,,belum memutuskan untuk berlangganan atau tidak,,0.0,,,
158,,kompas id memang perlu berlangganan untuk akses penuh,,0.0,,,
159,,ada tidak paket langganan yang bisa dibayar per minggu,,0.0,,,
160,,untuk berlangganan apakah harus punya kartu kredit,,0.0,,,
161,,"worth it banget berlangganan, berita berkualitas tanpa iklan sama sekali",,1.0,,,
162,,tanpa iklan setelah berlangganan membuat pengalaman baca jauh lebih nyaman,,1.0,,,
163,,"bisa baca e-paper gratis sudah termasuk dalam paket langganan, keren",,1.0,,,
164,,semoga ke depannya bisa ada pilihan ukuran font yang lebih besar,,,0.0,,
165,,font yang digunakan di kompas id terasa formal seperti koran cetak,,,0.0,,
166,,tampilan beranda kompas id menggunakan grid yang cukup teratur dan tidak padat,,,0.0,,
167,,diharapkan ada mode baca fokus yang menyembunyikan elemen navigasi saat membaca,,,0.0,,
168,,"navigasi antarmukanya intuitif, mudah menemukan berita yang dicari",,,1.0,,
169,,layout artikel sangat rapi dan enak untuk dibaca berlama-lama,,,1.0,,
170,,"font yang dipilih kompas id pas di mata, tidak terlalu kecil dan tidak terlalu besar",,,1.0,,
171,,"tampilan gambar artikel proporsional dan tidak pecah, enak dilihat",,,1.0,,
172,,apakah fitur kliping artikel bisa digunakan tanpa koneksi internet,,,,0.0,
173,,semoga ada fitur pencarian dengan filter berdasarkan tanggal terbit,,,,0.0,
174,,fitur text to speech kompas id sangat membantu saat berkendara,,,,1.0,
175,,notifikasi breaking news dari kompas id selalu tepat waktu dan tidak terlambat,,,,1.0,
176,,fitur kliping digital menggantikan kebiasaan saya gunting koran fisik dulu,,,,1.0,
177,,aplikasi terasa ringan di hp saya dan tidak membuat baterai cepat habis,,,,,1.0
0,5.0,kompas selalu mengedepankan akurasi,1.0,,,,
1,5.0,informatif dan dapat diandalkan,1.0,,,,
2,5.0,"Ok. bagus pemberitaan nya,",1.0,,,,
3,5.0,"Informatif, akurat, dan terpercaya",1.0,,,,
4,5.0,Sangat membantu.Super sekali 👍,,,,,
5,5.0,Aplikasi Berita yang Akurat,1.0,,,,
6,5.0,"baik, update dan netral",1.0,,,,
7,5.0,"Jurnalisme mencerahkan, Independen... Terpercaya!!..",1.0,,,,
8,5.0,Kompas memang serba pas...,,,,,
9,5.0,Beritanya detail dan akurat,1.0,,,,
10,1.0,"Menjebak, berhenti langganannya menyulitkan.",,-1.0,,,
11,5.0,Berita update dan terkini,1.0,,,,
12,5.0,sangat informatif dan menghibur,1.0,,,,
13,5.0,"Alhamdulillah saya suka kompas,",,,,,
14,5.0,Setiap hari baca koran,,,,,
15,1.0,Beritanya sdh tidak netral,-1.0,,,,
16,1.0,pemberitaan yg berimbang dong.,0.0,,,,
17,1.0,"uda ngak subjektif,terlalu berpihak",-1.0,,,,
18,1.0,Tai app bayar berak,,-1.0,,,
19,5.0,Sangat terbaik dan bagus,,,,,
20,3.0,Mulanya bintang 3 dulu.,,,,,
21,1.0,Dowoad berulang ulang e-paper,,,,-1.0,
22,5.0,Aplikasinya bagus dan infomatif,1.0,,,,
23,5.0,Request fitur dark mode,,,,0.0,
24,1.0,"udah langganan 1 tahun, tapi tiba2 gak bisa akses e-paper. Udah 2× ini kocak.",,,,-1.0,-1.0
25,1.0,nyari berita bola terbaru yg muncul berita tahun 2023 ga update,-1.0,,,,
26,1.0,ternyata berbayar untuk baca beritanya,,0.0,,,
27,1.0,Aplikasi matre.. ujung2nya di suruh berlangganan,,-1.0,,,
28,5.0,sangat membantu saya mengetahui informasi terkini dan membuka pemikiran saya melalui opini-opini penulis,1.0,,,,
29,5.0,Tolong perbaiki mode tab nya. Tampilannya tidak bisa vertikal sempurna. Terimakasih,,,-1.0,-1.0,
30,4.0,enak dan teratur untuk dibaca,,,1.0,,
31,5.0,Ada fitur text to speech dan semua fitur yang disediakan sangat memudahkan dan memuaskan user.,,,,1.0,
32,3.0,udah nyoba trial yang 3 hari kok tetep ga bisa akses fitur premium ya?,,,,,-1.0
33,1.0,Aplikasinya jelek buruk dan lemot,,,,,-1.0
34,5.0,Pas dapat diskon menjadi member,,1.0,,,
35,5.0,sangat mencerahkan dengan berita independen,1.0,,,,
36,5.0,saya menyukai apk ini cocok untuk membaca beritanya,,,,,
37,5.0,"Saya sangat,kecewa susah masuknya Apl ini,ada apa..??",,,,,-1.0
38,5.0,Berita gus samsudin hari ini,,,,,
39,5.0,berita nya aktual dan mudah di mengerti,1.0,,,,
40,2.0,tapi mahal langganannya andai sekali bayar dan harga 30ribu mantap tuh,,-1.0,,,
41,5.0,biaya langganannya dimurahin dikit dong kalo buat mahasiswa hehe,,0.0,,,
42,5.0,"Sementara ini aku suka banget sama aplikasi satu ini karena menyediakan berbagai macam informasi, berita yang bisa menambah literasi saya.",1.0,,,,
43,5.0,Sangat bagus isinya Kompas memang is the best,1.0,,,,
44,5.0,"Beritanya cepat, lengkap dan akurat",1.0,,,,
45,3.0,Tidak bisa dibuka tap verifikasi macet melulu,,,,,-1.0
46,3.0,"beritanya cukup baik, sangat informatip",1.0,,,,
47,2.0,"ada iklan yang nyuruh pengguna harus berlangganan, cukup gede sih dan penempatannya juga di situ 🔥",,-1.0,-1.0,,
48,5.0,Berita2 yg kredibel dapat dpercaya,1.0,,,,
49,4.0,so far so good lah,,,,,
50,5.0,"suka, berita seimbang. . kompas selalu di hati.",1.0,,,,
51,5.0,"luarbiasa . mantap . dan menyenangkan. mudah , dan konsolidasi",,,,,
52,5.0,Sangat baik terhadap keluhan pengguna,,,,,1.0
53,5.0,berita yg aktual & seimbang,1.0,,,,
54,2.0,Sayangnya lembaran yang mau di-kliping tidak bisa di-downlaod seperti dulu.,,,,-1.0,
55,1.0,tidak mau baca koran boros .,,,,,
56,5.0,artikel-artikelx menarik dan enak dibaca,1.0,,,,
57,3.0,"Pasti Bisa dibaca dari Koran... Lebih bagus, Baca yang Koran Analog alias Kertas...",,,,,
58,5.0,Berita yang disajikan sangat membantu publik memperoleh informasi yang menarik akurat dan terpercaya,1.0,,,,
59,5.0,"Konten berisi informasi yang substansial, update, menarik, menambah wawasan",1.0,,,,
60,1.0,nggak jelas MASUK aplikasi Ulang terus,,,,,-1.0
61,5.0,"Enak memang membaca berita dari Kompas ini., beritanya selalu Update dan masih bisa dipercaya ketimbang bebarapa media lainnya.",1.0,,,,
62,5.0,Bacaan yg bagus...ttpi hrus rela brlngganan,1.0,0.0,,,
63,1.0,"uninstalll, gratisnya cm 5kali artikel hbs itu suruh langganan 50rb/bln",0.0,-1.0,,,
64,4.0,Cara masuk nya susah ya,,,,,-1.0
65,4.0,Bagus cuma tidak ada pilihan font,,,-1.0,,
66,5.0,"Terima kasih Kompas. id selalu menyajikan berita terbaik, valid dan bebas hoaks",1.0,,,,
67,5.0,Beritakanlah kabar yang baik serta positif.Lenyapkanlah segala kejahatan secara adil.Supaya Indonesia menjadi Negara Adil Makmur dan sentosa.,,,,,
68,1.0,"Dah download tapi masih bingung memahaminya, krn berita sama foto nya ga nyambung.",,,-1.0,,
69,1.0,"media sampah..melakukan penggiringan opini publik untuk membeci seseorang....udah kotor DAN TIDAK NETRAL...benci boleh, kalau memfitnah, udah sangat jahat",-1.0,,,,
70,5.0,Suka bisa baca berita dimna saja,,,,,
71,5.0,"Membantu banget, bisa baca koran di mana pun, bahkan saat tidak terkoneksi internet. Biaya langganan terjangkau.",,1.0,,,
72,5.0,Kompas selalu up date dalam pemberitaan.,1.0,,,,
73,5.0,"Aplikasinya bagus. Kompas sepuluh menyajikan informasi yang menarik, keren dan berkualitas",1.0,,,,
74,4.0,Situs media baca berita yang lengkap,1.0,,,,
75,3.0,Berberitalah dg berimbang dan proporsional. Jgn jd corong penguasa. Bela kepentingan rakyat di atas segalanya. Sukses slalu,0.0,,,,
76,5.0,Kompas mantap Berita ya netral,1.0,,,,
77,1.0,Sudah langgan di web tapi ternyata gak bisa akses e paper di aplikasi,,,,,-1.0
78,4.0,Media Kompas baik suratkabarnya maupun KompasTV terpercaya informasinya.,1.0,,,,
79,5.0,Saya senang dengan adanya aplikasi ini,,,,,
80,1.0,"Jika memang Kompasiana adalah anak perusahaan anda, penulis nya harus di saring lagi .... Semakin lama semakin ga berahlak ...",-1.0,,,,
81,1.0,"Buruk banget, berita doang pake bayar. Ngapain juga, mending nonton TV, masih banyak akses berita di tempat lain",,-1.0,,,
82,4.0,Aku langganan kompas sejak masih stm teknik jatinegara 1978,,,,,
83,4.0,Ada berita apa la ?,,,,,
84,2.0,"Slmt pagi , smg smua sht",,,,,
85,1.0,media politik.. media tidak netral..!!,-1.0,,,,
86,3.0,Ini jaman canggih barita harus bunuj,,,,,
87,1.0,"Wartawannya bisa dibayar, dewan redaksi menutupi.",-1.0,,,,
88,5.0,Bintang lima untuk kompas yang sudah menemani saya sejak kecil,,,,,
89,3.0,"males banget dah,pake langganan segala.. kenapa ga berikut kuota internet aja sih.",,-1.0,,,
90,1.0,emang nih masa baca berita mesti bayar,,-1.0,,,
91,3.0,saya blm terlalu sering baca kompas.id jd baru mulai star,,,,,
92,4.0,"surat kabar yg patut jadi rujukan, independen dan dapat dipercaya",1.0,,,,
93,1.0,gak bisa di baca.. gak brmanfaat,,,,,-1.0
94,5.0,Buat berita yg realita dan kongktit,0.0,,,,
95,5.0,"Dapat membaca berita Nasional sampai berita perdesaan ,",1.0,,,,
96,1.0,Payah semua artikel harus berlangganan walaupun artikel bebas..ujung2nya harus langganan!! Mendingan berita online yg lain!!,,-1.0,,,
97,1.0,So many news for free,,0.0,,,
98,5.0,Komplit beritanya dan bisa di percaya beritanya.,1.0,,,,
99,5.0,Tes dulu aja kali gue enggak juga bisa tidur nyenyak banget sih,,,,,
100,3.0,Agar lebih jelas cepat dari yang lainnya,,,,,
101,4.0,Berita cepat gak beli koran,1.0,,,,
102,5.0,Belum selesai donload tp bahahagia,,,,,
103,5.0,Sangat puas dan sangat bermanfaat,,,,,
104,1.0,"Setiap e_paper & buku yg udah d download, jika mau d baca lagi harus 
download ulang.",,,,-1.0,
105,1.0,Males.! Dibikin ribet. .. langsung copot lagi,,,,,
106,5.0,Baca harian kompas sabil ngopi baru asik,,,,,
107,5.0,Sudah lama saya harapkan aku bisa membaca SKH Kompas setiap hari.,,,,,
108,2.0,"Baru download, mau dibaca sudah hilang dan suruh download ulang,, dan itu berkali""... Solusinya gmana ini?",,,,-1.0,
109,2.0,Halah ini aplikasi terjeleeeeeeeeek sedunia.masak cuma bisa baca satu halaman doang,,-1.0,,,
110,3.0,"khan baru nyoba , jadi 3 bintang dulu yaaaa .... tengkiyuuuuuuuuuuuuu",,,,,
111,4.0,"akun saya kok gak bisa di buka, terus koran juga gak bisa",,,,,-1.0
112,5.0,"Tidak akan bosan dengan apps ini karena konten-konten yang menarik, berita faktual, terkini, dan terpercaya.",1.0,,,,
113,1.0,Sudah subscribed tp gak bisa log in. CS tdk membantu,,,,,-1.0
114,5.0,consume quotanya gede banget. sampai jadi nomor 2/3 dipengguna quota bulanan setelah youtube,,,,,-1.0
115,1.0,"Sudah ikut berlangganan malah tidak masuk, log in ga jelas",,,,,-1.0
116,5.0,"Sdh baca kompas dari kecil, kenapa harus pindah bacaan ?

Always ter the best ya kompas
 آَمِيـٍـِـنْ يَــارَبَّ الْعَالَمِ",,,,,
117,4.0,Aplikasinya bagus. Customer service tidak banyak membantu.,,,,,1.0
118,5.0,"Jurnalistik yang berkualitas. Tidak rugi apabila kita berlangganan. Dengan bahasa yang baku dan lugas, namun masih dapat difahami oleh masyarakat.",1.0,1.0,,,
119,4.0,Mohon fitur baca audio bisa compatible dengan airpods.,,,,0.0,
120,5.0,"Setelah di update, app tidak lagi crash. Very good.",,,,,1.0
121,1.0,mohon bisa kembali pd sistim sebelum nya krn ipadmini 3 sya gk bisa baca kompas digital sejak 3 hr lalu,,,,,-1.0
122,5.0,Keren untuk update barunya. Saya suka,,,,,1.0
123,1.0,"Setelah upgrade terakhir, download epaper di apple ipad engga bisa dilakukan.",,,,-1.0,
124,5.0,Setelah update 4 hari lalu malah epaper ga bisa dibuka sama sekali,,,,-1.0,
125,1.0,Saya tidak bisa unduh epaper bbrp hr ini. Sptnya ada hubungan dg versi ios ipad sy. Tlg segera perbaiki,,,,-1.0,
126,1.0,Kurang bagus icon nya. Masih ada flek hitam nya. Mohon diperbarui. Di iOS 14 zonk nih bro,,,-1.0,,
127,1.0,"Awal niatnya mau berlangganan, tapi ketika nyoba aplikasi kompas kurang nyaman lebih tepatnya gk bagus dan banyak kendala.",,,,,-1.0
128,1.0,Tolong appnyansupaya bisa rotate donk!!!,,,0.0,,
129,1.0,Kayanya ga cocok aplikasinya dengan ios terbaru,,,,,-1.0
130,1.0,"Udah langganan,Gak bisa landscape . .
Sampah 👍",,-1.0,-1.0,,
131,5.0,C’est mieux que la dernière version,,,,,
132,5.0,"Menu edisi digital memiliki layout serupa dengan edisi koran cetak. Seolah tebal 32 laman kertas koran cetak diboyong utuh ke sapuhan jemari di layar ponsel. Pengoperasian aplikasi yang simpel dan praktis membuat aksesibilitas dan hobi baca bisa dinikmati tiada batasan tempat, wakti dan ruang. Selamat koran Kompas, tetaplah berinovasi dalam layanan kepada loyal reader kostumer.",,,1.0,1.0,
133,1.0,"Ulasan saya akan tetap bintang satu sampai kemungkinan untuk memilih teks dalam mode artikel dikembalikan. Sangat disayangkan Anda terus memperbarui aplikasi tanpa menghadirkan kembali fitur ini. Jika tidak ada perkembangan, saya terpaksa beralih ke koran lain.",,,,-1.0,
134,4.0,"sudah lumayan, cuma ada masalah di mode gelapnya kadang beberapa artikel masih latar belakang putih, mohon dimaksimalkan untuk mode gelapnya terimakasih.",,,-1.0,,
135,4.0,"terimakasih atas berita politik, selebritis, tokoh masyarakat dan info kesehatan, traveling tempat - tempat spot wisata di Nusantara dan banyak lagi berita - berita yang menginspirasi tuk menambah wawasan cakrawala berfikir🇮🇩🌹❤️🌿🌱🙏",1.0,,,,
136,5.0,"KUHP baru ltu utk. Orang orang yang.suka mengganggu, sbg. orang orang..midodereni, boyokku mau di bikin sakit terus, tidak BISA : BERHENTI.",,,,,
137,5.0,Selama saya baca beritanya sangat menarik ketika diulik terutama investigasi. Pertahankan untuk redaksinya buat beritanya jangan terjebak dengan blunder masalah dan problematika di Indonesia.,1.0,,,,
138,5.0,"Saya berlangganan harian Kompas lebih dari 50 tahun, selain liputan berita nya luas dan aktual, opini dan analisis nya, yang terpenting Kompas konsisten sebagai pelopor penggunaan bahasa Indonesia yg baik dan benar.",1.0,,,,
139,2.0,"Dapet kupon langganan gratis lewat penukaran poin mytsel, berhasil, tapi tetep ga ngaruh, epaper bisa di dowbload kalo langganan yg 50k terus ngapain ada tukar poin dpt voucher berlangganan? Hey segera diperbaiki ini",,-1.0,,-1.0,
140,1.0,"Sumber berita berkualitas tetapi yang dibungkus aplikasi sampah. Akun sudah berlangganan tetapi tidak bisa diakses, sudah coba logout dan login kembali dan sudah hapus memori tetap tidak bisa. Sangat mengecewakan.",1.0,,,,-1.0
141,5.0,"Terima kasih Kompas, telah menjadi sahabat, setiap hariku. Membaca Kompas, seperti membaca Indonesia. Sebab Kompas, termasuk media nasional yang selalu terdepan mewartakan ragam fakta, figur, dan aneka peristiwa secara cepat dan aktual dari daerah-daerah di Indonesia. Tetap jadi kompas, pemberi arah dan jalan dalam mengarungi lautan dan hutan rimba, sebagaimana yang dicitakan Bung Karno. Salam, Merdeka✊🇮🇩",1.0,,,,
142,5.0,Kompas Selalu Menjaga Wibawa Pemerintah Walau ada Kritik Dari Kompas Itu Untuk Oknum Kompas selalu menjaga wibawa pemerintah walau ada kritik dan Kompas,1.0,,,,
143,5.0,"Sy apresiasi bintang 5 namun tentunya, msh sudi selalu dgn perbaikan dari pendapat netijen lain atau dengan pertimbangan yg efektif. Hehe... Tp sy mau tnya nih, kompasiana aplikasi hp vers belum ad y min..? Soalny pasti ada yg gak selalu pegang laptop untuk tulis sesuatu.. Trims",1.0,,,,
144,5.0,"Berita lebih komprehensif, dan tidak memihak dan memang lebih objektif di lapangan Semoga dengan kompas.id terus berkembang kedepannya. Dan layanan semoga di permudahkan bagi semua kalangan masyarakat",1.0,,,,
145,1.0,"SAYA KECEWA, BERITA KADALUARSA TERMASUK LOWONGAN KERJA EMANG INI TH BERAPA HELLOOWW.. YG RELEVAN DIKIT DONG BIAR BERMANFAAT BUAT MASYARAKAT INDONESIA. APA G BISA TERMASUK LOWKER DI UPDATE NGIKUTI TH HYA. BAIKNYA DI KLARIFIKASI JGAN MEMUAT BERITA SEPERTI ORANG AWAM TENTANG MEDIA,",-1.0,,,,
146,5.0,"baru saja coba dapat gratisan 3 bulan dari traveloka, sangat keren, tanpa iklan, beritanya daging semua, kalo malas baca bisa dibacain sama sistem, plus bs buka e paper, benar2 value for money",1.0,1.0,1.0,,
147,5.0,Semoga tetap konsisten selalu pada jalur nya..jadila untuk bisa di percaya dan bisa mencerdaskan anak bangsa..jgn sampai kaya tetangga sebelah..berita yg tida kradibel..clikbait yg sebentar lagi punah,1.0,,,,
148,5.0,"Buat yang mau baca e-paper tpi gk mau download terus, bisa diakalin dgn 
kunci app nya di task manager agar cachenya gk dihapus. Caranya klik tombol 
yg di keypad, tombol selain home sma tombol kembali. Terus geser dah, 
karena hp saya xiaomi biasanya tinggal digeser kebawah sampai muncul ikon 
kunci di app itu. Tapi kembali lagi feedback buat kompas, tolong dong app 
nya diupdate, setidaknya klo udah download e-paper diberi waktu minimal 
sehari lah sebelum e-paper itu otomatis kehapus. Lagi pula ini kan buat 
kepuasan pelanggan kompas juga. Tapi kompas keren lah, saya bangga menjadi 
bagian harian kompas",,,,0.0,
149,5.0,Konten untuk anak muda atau milenial diperbanyak agar para anak muda mau membaca. Promo manfaat kenapa harus download kompas.id harus gencar. Bukan hanya promo cara download. Trik promosi harus diubah deh. Katanya aplikasi premium....,0.0,,,0.0,
150,5.0,"Saya pembaca harian Kompas (cetak) sejak dulu awalnya thn 1962 datang ke Jakarta utk kuliah..saat itu ada Surat kabar (koran)/harian Kompas, Sinar Harapan, Berita Buana, Merdeka. Harian Kompas menyuguhkan pelbagai topik/ bervariasi,... apalagi sekarang ini jauh lebih lengkap dan bisa dibaca melalui media electronic.",1.0,,,,
151,5.0,Membaca kompas Minggu (edisi cetak) sejak sekolah menengah pertama. Kini beralih berlangganan edisi digital. Selalu saja merasa dicerdaskan setiap kali membaca artikel kompas.,1.0,,,,
152,1.0,"Padahal sdh perpanjang langganan premium satu tahun. Tpi tdk bisa log in di aplikasi. Hanya bisa baca via browser. Cs sangat tidak bisa membantu. Kecewa berat. Tdk sperti Temp'. Hari ini keluhan lalu dipandu, bisa log in. Pdhal sdh mnjadi pembaca setia sejak mhisswa baca kompas. Aplikasi minta update melulu. Tpi tetap mengecewakan!",,,,,-1.0
153,2.0,"Sebagai media ternama dan terbesar; kecewa dengan pelayanan hotline kompas via WA. Sepertinya setiap tahun selalu begini, kalau ingin perpanjang langganan. 

Tim hotline ga pernah mengerti masalah. Buat apa kasih promo bundling, tapi ga informatif kepada konsumen. Kasih info jg ga lengkap. Payah! Saya pelanggan kompas sdh lebih dr 15 tahun, dan kali ini urusan digital gini malah diabaikan.",,,,,-1.0
154,3.0,Min. Sejak saya instal IOS 16.0.0 dan updatenya 16.0.2. Aplikasi kompas selalu close sendiri kalau scrol berita. Maksimal lebih dari 5 judul berapa tiba2 close. Padahal aplikasi kompas sudah saya update. Saya sudah coba re-instal sama aja.,,,,,-1.0
155,3.0,"Versi terbaru, kenapa ya, halaman awal (kompas) sering sekali reload dan patah2 kalau scroll ke bawah. iPad Pro / iPadOS 15.4.1.",,,,,-1.0
156,1.0,"Sy mau cekout berlangganan dengan vocer blibli, proses cekout di komoas SUSAH setengah mati, loading melulu, mau dibayar eh malah balik ke halaman depan lagi, hilang vocer saya, katanya udah terpakai pdhl BELUM SEMPET CEKOUT, hangus vocer 70rb. Udah lah aplikasi jelek gak ketulungan PAYAH TOTAL, merugikan calon konsumen, ngga lagi2, kapok beli vocer app nya kompas. TANGGUNG JAWAB",,-1.0,,,-1.0
157,3.0,"Di IOS 14.8 untuk UI di bagian status langganan masih ada tag HTML nya. Informasi yg ditampilin juga bikin bingung, kalau bisa segera diperbaiki soalnya saya sudah berlangganan terus. Untuk yg bagian UI/Ukompas lainnya kalau menurut saya sudah cukup baik",,,-1.0,,-1.0
158,5.0,"Finally, a historic Indonesian newspaper on iPad. This latest version is still a bit unstable (occasional crashes when switching between tabs), but overall a  good app. If only there is a page number in all tabs view so we know where to scroll to go to different pages, that will be helpful.",,,1.0,,
159,1.0,"Kondisi ini hanya terjadi di ipad, buka di hp basis ios gak masalah. Hanya di hp layarnya kecil, jadi ipad tetap pilihan lbh nyaman buat mata jika bisa.",,,-1.0,,-1.0
160,3.0,"It's a great app. Howevere, there is bug in downloading ePaper. It must be downloaded everytime we quit the app. There was not this problem before the latest update. I hope this review (feedback) is read by the app dev team. Sorry I had to give 3/5 stars.",,,,-1.0,-1.0
161,,saya sedang mencoba versi gratisnya dulu sebelum berlangganan,,0.0,,,
162,,perlu berlangganan premium untuk bisa download e-paper,,0.0,,,
163,,"diskon untuk pengguna baru cukup besar, sangat membantu",,1.0,,,
164,,iuran bulanan kompas id termasuk paling murah di antara media premium sejenis,,1.0,,,
165,,tolong tambahkan mode baca malam agar tidak menyilaukan di tempat gelap,,,0.0,,
166,,navigasi kategori berita bisa diakses dari menu utama di bawah layar,,,0.0,,
167,,sebaiknya ada pilihan tampilan kompak untuk layar dengan resolusi kecil,,,0.0,,
168,,tata letak konten di halaman depan menggunakan grid dua kolom,,,0.0,,
169,,apakah bisa ditambahkan opsi untuk mengubah kontras tampilan artikel,,,0.0,,
170,,antarmuka yang simpel membuat pengalaman membaca tidak terganggu elemen lain,,,1.0,,
171,,warna dan tipografi yang dipilih konsisten dan profesional di semua halaman,,,1.0,,
172,,semoga fitur text to speech bisa berjalan di background sambil buka aplikasi lain,,,,0.0,
173,,mohon ditambahkan notifikasi pengingat baca harian agar tidak lupa buka aplikasi,,,,0.0,
174,,fitur berbagi artikel ke medsos berjalan mulus hanya dengan satu klik,,,,1.0,
175,,fitur pencarian lanjutan dengan filter kategori sangat membantu menemukan berita spesifik,,,,1.0,
176,,fitur highlight teks pada artikel memudahkan saya mencatat poin penting,,,,1.0,
177,,fitur tts suaranya jernih dan intonasinya cukup natural untuk didengar lama,,,,1.0,
178,,login menggunakan akun google berjalan mulus tanpa perlu verifikasi berulang,,,,,1.0
179,,CS kompas id responsif dan membantu menyelesaikan masalah akses saya dengan cepat,,,,,1.0
-1,,"berita kompas sudah tidak secepat dulu, sering ketinggalan dibanding portal lain",-1.0,,,,
-1,,"berita olahraga di kompas sangat lambat update, hasil pertandingan baru muncul beberapa jam kemudian",-1.0,,,,
-1,,"kecewa banget beritanya sering telat, kompetitor sudah muat duluan baru kompas nyusul",-1.0,,,,
-1,,"artikel tentang teknologi di kompas ketinggalan zaman, isinya basi sudah dibahas media lain minggu lalu",-1.0,,,,
-1,,"berita daerah kompas sangat minim dan tidak update, kalah jauh dengan portal berita lokal",-1.0,,,,
-1,,"beberapa artikel kompas judulnya misleading dan tidak sesuai isi beritanya, clickbait sekali",-1.0,,,,
-1,,"isi berita kompas sering tidak akurat, banyak data yang salah dan tidak dicek ulang",-1.0,,,,
-1,,"jurnalisme kompas menurun drastis, faktanya tidak terverifikasi dan opini disajikan sebagai fakta",-1.0,,,,
-1,,kompas makin sering muat berita sensasional tanpa verifikasi yang jelas,-1.0,,,,
-1,,"kualitas tulisan di kompas makin buruk, banyak kesalahan fakta yang lolos dari editor",-1.0,,,,
